category,title,content
wisata,"Patung Yesus, Bukit Sibeabea","
Nama Tempat : Patung Yesus, Bukit Sibeabea

Kategori : Wisata Rohani

Rating : 4.7

Alamat : HM2C+7X Turpuk Sihotang, Kec. Harian, Kabupaten Samosir, Sumatera Utara 22396

Jam Operasional : 24 jam

Harga Tiket : 30.000 - 100.000

Status : beroperasi
"
wisata,Taman Wisata Goa Bunda Maria,"
Nama Tempat : Taman Wisata Goa Bunda Maria

Kategori : Wisata Rohani

Rating : 4.8

Alamat : FRR5+X58, Gorat Pallombuan, Kec. Palipi, Kabupaten Samosir, Sumatera Utara 22393

Jam Operasional : 08.00 - 18.00

Harga Tiket : Gratis

Status : beroperasi
"
wisata,"Balerong - Balige, Toba Samosir, North Sumatra, Indonesia","
Nama Tempat : Balerong - Balige, Toba Samosir, North Sumatra, Indonesia

Kategori : Balai Masyarakat

Rating : 4,3

Alamat : Jl. Lintas Sumatera No.88, Napitupulu Bagasan, Kec. Balige, Toba, Sumatera Utara 22312

Jam Operasional : 24 jam

Harga Tiket : Gratis

Status : beroperasi
"
wisata,Museum Batak T.B. Silalahi Center,"
Nama Tempat : Museum Batak T.B. Silalahi Center

Kategori : Museum

Rating : 4,6

Alamat : Jl. Dr. TB. Silalahi No.88, Silalahi Pagar Batu, Kec. Balige, Toba, Sumatera Utara 20553

Jam Operasional : 08.30 - 16.30

Harga Tiket : 10.000 - 20.000

Status : beroperasi
"
wisata,Batak Museum,"
Nama Tempat : Batak Museum

Kategori : Museum

Rating : 4.3

Alamat : MV26+725, Tomok, Simanindo, Kabupaten Samosir, Sumatera Utara 22395

Jam Operasional : 08.00 - 20.00

Harga Tiket : Gratis

Status : beroperasi
"
wisata,Pasar Tomok,"
Nama Tempat : Pasar Tomok

Kategori : Wisata Bisnis

Rating : 4.4

Alamat : MV27+R3C, Tomok, Simanindo, Kabupaten Samosir, Sumatera Utara 22395

Jam Operasional : 07.35 - 19.00

Harga Tiket : 5.000 - 10.000

Status : beroperasi
"
wisata,Air Terjun Lae,"
Nama Tempat : Air Terjun Lae

Kategori : Wisata Alam

Rating : 4.2

Alamat : Jl. Runding, Sidiangkat, Kec. Sidikalang, Kabupaten Dairi, Sumatera Utara 22216

Jam Operasional : 08.00 - 19.00

Harga Tiket : Gratis

Status : beroperasi
"
wisata,Panatapan Puncak Sidiangkat,"
Nama Tempat : Panatapan Puncak Sidiangkat

Kategori : Wisata Alam

Rating : 4

Alamat : Sitinjo I, Kec. Sitinjo, Kabupaten Dairi, Sumatera Utara 22281

Jam Operasional : 24 jam

Harga Tiket : Gratis

Status : beroperasi
"
wisata,Sicike cike,"
Nama Tempat : Sicike cike

Kategori : Wisata Alam

Rating : 4.2

Alamat : Sitinjo, Dairi Regency, North Sumatra 22219

Jam Operasional : 09.00 - 17.00

Harga Tiket : Gratis

Status : beroperasi
"
wisata,Batu Sigadap,"
Nama Tempat : Batu Sigadap

Kategori : Wisata Budaya / Sejarah

Rating : 4.7

Alamat : Silalahi I, Kec. Silahsabungan, Kabupaten Dairi, Sumatera Utara

Jam Operasional : 24 jam

Harga Tiket : 10.000 - 20.000

Status : beroperasi
"
wisata,Rumah Adat Pak Pak,"
Nama Tempat : Rumah Adat Pak Pak

Kategori : Wisata Budaya / Sejarah

Rating : 4.7

Alamat : Jl. Parongil Sepung Pelding, Bulu Duri, Kec. Lae Parira, Kabupaten Dairi, Sumatera Utara 22213

Jam Operasional : 09.00 - 17.00

Harga Tiket : Gratis

Status : beroperasi
"
wisata,Jembatan Lae Pendaroh,"
Nama Tempat : Jembatan Lae Pendaroh

Kategori : Wisata Buatan

Rating : 4.1

Alamat : Sidikalang-Seribudolok, Sitinjo I, Kec. Sitinjo, Kabupaten Dairi, Sumatera Utara 22281

Jam Operasional : 24 jam

Harga Tiket : 10.000 - 20.000

Status : beroperasi
"
wisata,Aek Sipaulak Hosa Loja,"
Nama Tempat : Aek Sipaulak Hosa Loja

Kategori : Wisata Buatan

Rating : 4.6

Alamat : Silalahi 1, Paropo, Kec. Silahsabungan, Kabupaten Dairi, Sumatera Utara 22281

Jam Operasional : 08.30 - 18.30

Harga Tiket : Gratis

Status : beroperasi
"
wisata,Letter Z,"
Nama Tempat : Letter Z

Kategori : Wisata Buatan

Rating : 4.1

Alamat : Pangaribuan, Siempat Nempu Hulu, Dairi Regency, North Sumatra Utara

Jam Operasional : 24 jam

Harga Tiket : 25000

Status : beroperasi
"
wisata,Parhonasan,"
Nama Tempat : Parhonasan

Kategori : Wisata Buatan

Rating : 4.2

Alamat : Sempung Polling, Lae Parira, Dairi Regency, North Sumatra 22281

Jam Operasional : 08.30 - 18.00

Harga Tiket : Gratis

Status : beroperasi
"
wisata,Tombak Sulusulu,"
Nama Tempat : Tombak Sulusulu

Kategori : Wisata Alam

Rating : 4.5

Alamat : Marbun Tonga Marbun Dolok, Bakti Raja, Simamora, Humbang Hasundutan, Kabupaten Humbang Hasundutan, Sumatera Utara 22457

Jam Operasional : 24 jam

Harga Tiket : Gratis

Status : beroperasi
"
wisata,Aek Bath Sitio-tio,"
Nama Tempat : Aek Bath Sitio-tio

Kategori : Wisata Alam

Rating : 4.5

Alamat : Sitio-Tio,, Siunong Unong Julu, Kec. Bakti Raja, Kabupaten Humbang Hasundutan, Sumatera Utara 22457

Jam Operasional : 24 jam

Harga Tiket : Gratis

Status : beroperasi
"
wisata,Air Terjun Simolap,"
Nama Tempat : Air Terjun Simolap

Kategori : Wisata Alam

Rating : 2025-09-04 00:00:00

Alamat : Sibongkare, Tara bintang, Humbang Hasundutan Regency, North Sumatra 22456

Jam Operasional : 24 jam

Harga Tiket : Gratis

Status : beroperasi
"
wisata,Simamora Island,"
Nama Tempat : Simamora Island

Kategori : Wisata Alam

Rating : 5

Alamat : Tipang, Bakti Raja, Humbang Hasundutan Regency, North Sumatra

Jam Operasional : 24 jam

Harga Tiket : Gratis

Status : beroperasi
"
wisata,Air Terjun Pollung,"
Nama Tempat : Air Terjun Pollung

Kategori : Wisata Alam

Rating : 4.2

Alamat : Purba Baringin, Pakkat, Humbang Hasundutan Regency, North Sumatra 22455

Jam Operasional : 24 jam

Harga Tiket : Gratis

Status : beroperasi
"
wisata,Bakkara Village,"
Nama Tempat : Bakkara Village

Kategori : Wisata Alam

Rating : 2025-08-04 00:00:00

Alamat : Simamora, Bakti Raja, Humbang Hasundutan Regency, North Sumatra 22457

Jam Operasional : 24 jam

Harga Tiket : Gratis

Status : beroperasi
"
wisata,Tao Sipinggan,"
Nama Tempat : Tao Sipinggan

Kategori : Wisata Alam

Rating : 5

Alamat : Pargaulan, Lintong Nihuta, Humbang Hasundutan Regency, North Sumatra 22475

Jam Operasional : 24 jam

Harga Tiket : Gratis

Status : beroperasi
"
wisata,Air Terjun Sigota gota Sipultak Hoda,"
Nama Tempat : Air Terjun Sigota gota Sipultak Hoda

Kategori : Wisata Alam

Rating : 4.6

Alamat : Tipang, Dolok sanggul, Humbang Hasundutan Regency,

Jam Operasional : 24 jam

Harga Tiket : Gratis

Status : beroperasi
"
wisata,Dolok Pottas,"
Nama Tempat : Dolok Pottas

Kategori : Wisata Alam

Rating : 4.5

Alamat : Sihombu, Tara bintang, Humbang Hasundutan Regency, North Sumatra 22456

Jam Operasional : 24 jam

Harga Tiket : Gratis

Status : beroperasi
"
wisata,Tuan Nagani Paradise,"
Nama Tempat : Tuan Nagani Paradise

Kategori : Wisata Buatan

Rating : 4.6

Alamat : Humbang Hasundutan

Jam Operasional : 24 jam

Harga Tiket : 18000

Status : beroperasi
"
wisata,Air Terjun Efrata,"
Nama Tempat : Air Terjun Efrata

Kategori : Wisata Alam

Rating : 4.5

Alamat : Sosor Dolok, Harian, Samosir Regency, North Sumatra 22396

Jam Operasional : 24 jam

Harga Tiket : Gratis

Status : beroperasi
"
wisata,Air Terjun Sipisopiso,"
Nama Tempat : Air Terjun Sipisopiso

Kategori : Wisata Alam

Rating : 4.6

Alamat : Desa Tongging, Simanindo

Jam Operasional : 24 jam

Harga Tiket : 5000

Status : beroperasi
"
wisata,Pantai Gajah Tidur Paropo Silalahi,"
Nama Tempat : Pantai Gajah Tidur Paropo Silalahi

Kategori : Wisata Alam

Rating : 4.1

Alamat : Jl. Makam Sidabutar Jalan, Tomok, Simanindo, Kabupaten Samosir, Sumatera Utara 22395

Jam Operasional : 24 jam

Harga Tiket : Gratis

Status : beroperasi
"
wisata,Pemandian Air Panas Rianiate,"
Nama Tempat : Pemandian Air Panas Rianiate

Kategori : Wisata Alam

Rating : 4.2

Alamat : Paropo I, Silahisabungan, Dairi Regency, North Sumatra

Jam Operasional : 24 jam

Harga Tiket : Gratis

Status : beroperasi
"
wisata,Bukit Beta Tuk-tuk,"
Nama Tempat : Bukit Beta Tuk-tuk

Kategori : Wisata Alam

Rating : 4.6

Alamat : Tomok, Simanindo, Samosir Regency, North Sumatra 22395

Jam Operasional : 24 jam

Harga Tiket : Gratis

Status : beroperasi
"
wisata,Pasir Putih Parbaba,"
Nama Tempat : Pasir Putih Parbaba

Kategori : Wisata Alam

Rating : 3.8

Alamat : Desa Huta Bolon, Kecamatan Pangururan

Jam Operasional : 24 jam

Harga Tiket : 5000

Status : beroperasi
"
wisata,Pantai Batuhoda,"
Nama Tempat : Pantai Batuhoda

Kategori : Wisata Alam

Rating : 4.5

Alamat : JL. Raya, Cinta Dame, Simanindo, Kabupaten Samosir, Sumatera Utara 22395

Jam Operasional : 09.30 - 18.00

Harga Tiket : Gratis

Status : beroperasi
"
wisata,Air Terjun Turunan Buhit (Jabel),"
Nama Tempat : Air Terjun Turunan Buhit (Jabel)

Kategori : Wisata Alam

Rating : 2025-05-04 00:00:00

Alamat : Tonduhan, Hatonduhan, Simalungun Regency, North Sumatra 21181

Jam Operasional : 24 Jam

Harga Tiket : Gratis

Status : beroperasi
"
wisata,Pemandian Alam Sejuk,"
Nama Tempat : Pemandian Alam Sejuk

Kategori : Wisata Alam

Rating : 2025-01-04 00:00:00

Alamat : Dolok Hataran, Kec. Siantar

Jam Operasional : 08:00 - 18:00

Harga Tiket : 10000

Status : beroperasi
"
wisata,Bukit Indah Simarjarunjung,"
Nama Tempat : Bukit Indah Simarjarunjung

Kategori : Wisata Alam

Rating : 2025-03-04 00:00:00

Alamat : Jl. Simarjarunjung, Butu Bayu Pane Raja, Kec. Dolok Pardamean

Jam Operasional : 24 Jam

Harga Tiket : 5000

Status : beroperasi
"
wisata,Bah Salak Waterfall,"
Nama Tempat : Bah Salak Waterfall

Kategori : Wisata Alam

Rating : 2025-06-04 00:00:00

Alamat : Nagur Usang, Tapian Dolok, Simalungun Regency, North Sumatra 21154

Jam Operasional : 24 Jam

Harga Tiket : Gratis

Status : beroperasi
"
wisata,Air Terjun Tonduhan,"
Nama Tempat : Air Terjun Tonduhan

Kategori : Wisata Alam

Rating : 2025-01-04 00:00:00

Alamat : Desa Buntu Bayu, Kec. Tonduhan

Jam Operasional : 24 Jam

Harga Tiket : Gratis

Status : beroperasi
"
wisata,Kebun Teh Sidamanik,"
Nama Tempat : Kebun Teh Sidamanik

Kategori : Wisata Alam

Rating : 2025-06-04 00:00:00

Alamat : Desa Bah Butong, Kec. Sidamanik

Jam Operasional : 24 Jam

Harga Tiket : 

Status : beroperasi
"
wisata,Pemandian alam Bah Damanik,"
Nama Tempat : Pemandian alam Bah Damanik

Kategori : Wisata Alam

Rating : 2025-03-04 00:00:00

Alamat : Ambarisan, Sidamanik, Simalungun Regency, North Sumatra 21161

Jam Operasional : 08:00 - 19:00

Harga Tiket : 5000

Status : beroperasi
"
wisata,Pinus Hills Simarjarunjung,"
Nama Tempat : Pinus Hills Simarjarunjung

Kategori : Wisata Alam

Rating : 2025-03-04 00:00:00

Alamat : Simarjarunjung, Parik Sabungan, Kec. Dolok Pardamean, Kabupaten Simalungun, Sumatera Utara 21163

Jam Operasional : 24 Jam

Harga Tiket : Gratis

Status : beroperasi
"
wisata,Kawah Putih Dolok Tinggi Raja,"
Nama Tempat : Kawah Putih Dolok Tinggi Raja

Kategori : Wisata Alam

Rating : 4.0

Alamat : Dolok Marawa, Silau Kahean, Simalungun Regency, North Sumatra 21157

Jam Operasional : 09:00 - 17:00

Harga Tiket : Gratis

Status : beroperasi
"
wisata,Tanjung Unta,"
Nama Tempat : Tanjung Unta

Kategori : Wisata Alam

Rating : 2025-04-04 00:00:00

Alamat : Jalan St. H.H. Damanik Tambun Raya Pamatang, Tigaras, Kec. Dolok Pardamean, Kabupaten simalungun

Jam Operasional : 24 Jam

Harga Tiket : Gratis

Status : beroperasi
"
wisata,Pantai Kenangan,"
Nama Tempat : Pantai Kenangan

Kategori : Wisata Alam

Rating : 2025-03-04 00:00:00

Alamat : QRM3+MJ4, Jalan Besar Pematang Siantar Tigaras, Tigaras, Kec. Dolok Pardamean, Kabupaten Simalungun,

Jam Operasional : 07:00 - 12:00

Harga Tiket : Gratis

Status : beroperasi
"
wisata,Objek Wisata Pantai Paris,"
Nama Tempat : Objek Wisata Pantai Paris

Kategori : Wisata Alam

Rating : 2025-03-04 00:00:00

Alamat : Tigaras, Dolok Pardamean, Simalungun Regency,

Jam Operasional : 24 Jam

Harga Tiket : 15000

Status : beroperasi
"
wisata,Pulau Tao Silalahi,"
Nama Tempat : Pulau Tao Silalahi

Kategori : Wisata Alam

Rating : 2025-05-04 00:00:00

Alamat : Desa Silalahi I, Kec. Silahisabungan

Jam Operasional : 07:00 - 17:00

Harga Tiket : Gratis

Status : beroperasi
"
wisata,Wisata Anugerah Indah Sippan,"
Nama Tempat : Wisata Anugerah Indah Sippan

Kategori : Wisata Alam

Rating : 2025-07-04 00:00:00

Alamat : Desa Sippan Tigaraja, Kecamatan Pamatang Silimahuta, Naga Saribu, Kec. Pamatang Silima Huta, Kabupaten Simalungun, Sumatera Utara 21167

Jam Operasional : 06:00 - 17:00

Harga Tiket : Gratis

Status : beroperasi
"
wisata,Manigom Nauli,"
Nama Tempat : Manigom Nauli

Kategori : Wisata Alam

Rating : 2025-04-04 00:00:00

Alamat : Buntu Bartong, Tiga Dolok, Kec. Dolok Panribuan, Kabupaten Simalungun, Sumatera Utara

Jam Operasional : 08:00 - 18:00

Harga Tiket : Gratis

Status : beroperasi
"
wisata,Rumah Bolon Pematang Purba,"
Nama Tempat : Rumah Bolon Pematang Purba

Kategori : Wisata Budaya / Sejarah

Rating : 2025-02-04 00:00:00

Alamat : Desa Pematang Purba, Kec. Purba

Jam Operasional : 10:00 - 16:00

Harga Tiket : Gratis

Status : beroperasi
"
wisata,Simalungun Museum,"
Nama Tempat : Simalungun Museum

Kategori : Wisata Budaya / Sejarah

Rating : 2025-02-04 00:00:00

Alamat : Jalan Jenderal Sudirman P, Proklamasi, Kec. Siantar Bar., Kota Pematang Siantar, Sumatera Utara 21144

Jam Operasional : 07:00 - 17:00

Harga Tiket : 5000

Status : beroperasi
"
wisata,Pemandian Air Soda Parbubu,"
Nama Tempat : Pemandian Air Soda Parbubu

Kategori : Wisata Alam

Rating : 2025-01-04 00:00:00

Alamat : Desa Parbubu, Kecamatan Tarutung

Jam Operasional : 09:00 - 17:00

Harga Tiket : 5000

Status : beroperasi
"
wisata,Tamaro Hot Spring,"
Nama Tempat : Tamaro Hot Spring

Kategori : Wisata Alam

Rating : 2025-03-04 00:00:00

Alamat : Jl. AM. Tambunan, Hutabarat, Partali Toruan, Kec. Tarutung, Kabupaten Tapanuli Utara, Sumatera Utara 22413

Jam Operasional : 06:00 - 22:00

Harga Tiket : 10000

Status : beroperasi
"
wisata,Pulau Pardepur,"
Nama Tempat : Pulau Pardepur

Kategori : Wisata Alam

Rating : 2025-03-04 00:00:00

Alamat : Sibandang, Muara, North Tapanuli Regency, North Sumatra

Jam Operasional : 24 Jam

Harga Tiket : Gratis

Status : beroperasi
"
wisata,Galeri Umkm Tapanuli Utara,"
Nama Tempat : Galeri Umkm Tapanuli Utara

Kategori : Wisata Alam

Rating : 2025-05-04 00:00:00

Alamat : Situmeang Hasundutan, North Tapanuli Regency, North Sumatra

Jam Operasional : 24 Jam

Harga Tiket : Gratis

Status : beroperasi
"
wisata,Sopo Partungkoan Tarutung,"
Nama Tempat : Sopo Partungkoan Tarutung

Kategori : Wisata Budaya / Sejarah

Rating : 2025-03-04 00:00:00

Alamat : Desa Hutatoruan VI, Kecamatan Tarutung, Kabupaten Tapanuli Utara.

Jam Operasional : 10:00 - 17:00

Harga Tiket : Gratis

Status : beroperasi
"
wisata,Air Terjun Nai sogop,"
Nama Tempat : Air Terjun Nai sogop

Kategori : Wisata Alam

Rating : 4.4

Alamat : HJQC+JHW, Sarimarrihit, Kec. Sianjur Mula Mula, Kabupaten Samosir, Sumatera Utara 22396

Jam Operasional : 07.00 - 18.00

Harga Tiket : Gratis

Status : beroperasi
"
hotel,Brain Homestay,"
Nama Hotel : Brain Homestay

Harga : 100000

Check In : 14.0

Check Out : 

Fasilitas : Sarapan

Alamat : Hutabasagasan, Sihiong, Jangga Toruan, Balige, Toba, Sumatera Utara 22386, Indonesia (G3XJ+8G Jangga Toruan, Toba, Sumatera Utara, Indonesia)

Rating : 4.7
"
hotel,Tiara Bunga Hotel,"
Nama Hotel : Tiara Bunga Hotel

Harga : 700.000 - 1.200.000

Check In : 14.0

Check Out : 11.0

Fasilitas : Wi-Fi gratis, Sarapan, Parkir gratis, Kolam renang luar, AC, Layanan binatu

Alamat : Jl. Raya TaraBunga, Tara Bunga, Kec. Tampahan, Toba, Sumatera Utara 22312, Indonesia (927J+48 Tara Bunga, Toba, Sumatera Utara, Indonesia)

Rating : 4.2
"
hotel,Hotel Santo Djaya,"
Nama Hotel : Hotel Santo Djaya

Harga : 200.000 - 300.000

Check In : 

Check Out : 

Fasilitas : Wi-Fi, Tempat Parkir, Cocok Untuk anak - anak

Alamat : C5W4+447, Jl. Sisingamangaraja, Ps. Porsea, Kec. Porsea, Kabupaten Samosir, Sumatera Utara 22384, Indonesia

Rating : 3.8
"
hotel,Nauli Inn,"
Nama Hotel : Nauli Inn

Harga : 250.000 - 400.000

Check In : 

Check Out : 

Fasilitas : Sarapan, AC, TV, Air panas, Wi-Fi

Alamat : Jl. Sibola Hotang No.km 1, RW.2, Sibola Hotangsas, Kec. Balige, Toba, Sumatera Utara, Indonesia (83VH+QG Sibola Hotangsas, Toba, Sumatera Utara, Indonesia)

Rating : 4.9
"
hotel,Grand Mareda Hotel,"
Nama Hotel : Grand Mareda Hotel

Harga : 

Check In : 14.0

Check Out : 12.0

Fasilitas : Wi-Fi, Sarapan Gratis, AC, Layanan Kamar

Alamat : 84X6+XVP, Jl Pasar Melintang, Aruan, Kec. Balige, Toba, Sumatera Utara 22312, Indonesia

Rating : 3.9
"
hotel,Hotel O Balige City Near Tugu Juara Monang,"
Nama Hotel : Hotel O Balige City Near Tugu Juara Monang

Harga : 78000

Check In : 

Check Out : 

Fasilitas : 

Alamat : Pohan Julu, Kec. Balige, Toba, Sumatera Utara 22312, Indonesia (7379+H7 Pohan Julu, Kabupaten Tapanuli Utara, Sumatera Utara, Indonesia)

Rating : 5.0
"
hotel,Pudan Residence,"
Nama Hotel : Pudan Residence

Harga : 107000

Check In : 

Check Out : 12.0

Fasilitas : Wi-Fi, AC, Parkir Gratis

Alamat : Jl. Parluasan, Balige II, Kec. Balige, Toba, Sumatera Utara 22312, Indonesia (83JC+JG Balige II, Toba, Sumatera Utara, Indonesia)

Rating : 3.9
"
hotel,RAP Hotel Balige,"
Nama Hotel : RAP Hotel Balige

Harga : 240000

Check In : 14.0

Check Out : 

Fasilitas : Wi-Fi, Parkir Gratis, AC, Cocok untuk anak-anak

Alamat : Jl. Pendeta Munson Jl. Pardede Pasir No.9, Kec. Balige, Toba, Sumatera Utara 22312, Indonesia (83M6+J8 Pardede Onan, Toba, Sumatera Utara, Indonesia)

Rating : 4.0
"
hotel,J&J Guest House 1 Rumah,"
Nama Hotel : J&J Guest House 1 Rumah

Harga : 800000

Check In : 14.0

Check Out : 12.0

Fasilitas : Dapat diakses, Sarapan berbayar, Parkir Gratis

Alamat : Jalan, Napitupulu Bagasan, Kec. Balige, Toba, Sumatera Utara 22311, Indonesia (83P8+C2 Napitupulu Bagasan, Toba, Sumatera Utara, Indonesia)

Rating : 4.3
"
hotel,Brussels Homestay,"
Nama Hotel : Brussels Homestay

Harga : 280000

Check In : 

Check Out : 

Fasilitas : Wi-Fi, Parkir Gratis, Cocok untuk anak-anak

Alamat : Jl. D. I. Panjaitan no. 14, balige, Sumatera Utara 22312, Indonesia (83P7+F9 Napitupulu Bagasan, Toba, Sumatera Utara, Indonesia)

Rating : 4.6
"
hotel,SAPADIA VILLA BALIGE II,"
Nama Hotel : SAPADIA VILLA BALIGE II

Harga : 800000

Check In : 

Check Out : 

Fasilitas : Parkir Gratis, Live Music

Alamat : 83H8+9R8, Balige III, Kec. Balige, Toba, Sumatera Utara, Indonesia

Rating : 4.6
"
hotel,Hotel Adela,"
Nama Hotel : Hotel Adela

Harga : 40000

Check In : 14.0

Check Out : 12.0

Fasilitas : Wi-Fi, Parkir Gratis, AC

Alamat : Jl, Sitangkola, Kec. Laguboti, Toba, Sumatera Utara 22381, Indonesia (84MH+GJ Sitangkola, Toba, Sumatera Utara, Indonesia)

Rating : 4.1
"
hotel,Vany Villa Balige,"
Nama Hotel : Vany Villa Balige

Harga : 700000

Check In : 

Check Out : 

Fasilitas : Kolam renang anak-anak

Alamat : Jl. By Pass Balige, Sianipar Sihailhail, Kec. Balige, Toba, Sumatera Utara 22311, Indonesia (83C6+3Q Sianipar Sihailhail, Toba, Sumatera Utara, Indonesia)

Rating : 4.6
"
hotel,"Labersa Hotel and Convention Center Toba, Balige","
Nama Hotel : Labersa Hotel and Convention Center Toba, Balige

Harga : 900000

Check In : 

Check Out : 12.0

Fasilitas : Wi-Fi gratis, Sarapan, Parkir gratis, Kolam renang luar, AC, Layanan binatu

Alamat : Saribu Raja Janji Maria, Kec. Balige, Toba, Sumatera Utara, Indonesia (83QJ+FM Saribu Raja Janji Maria, Toba, Sumatera Utara, Indonesia)

Rating : 4.5
"
hotel,Lago Hotel & Resto,"
Nama Hotel : Lago Hotel & Resto

Harga : 30.000 - 700.000

Check In : 14.0

Check Out : 12.0

Fasilitas : Wi-Fi gratis, Sarapan, Parkir gratis, AC, Restoran

Alamat : Jl. Sibola Hotang, Sibola Hotangsas, Toba, Sumatera Utara 22312, Indonesia (83WH+79 Sibola Hotangsas, Toba, Sumatera Utara, Indonesia)

Rating : 4.5
"
hotel,OYO 90645 Karisma Residence,"
Nama Hotel : OYO 90645 Karisma Residence

Harga : 100000

Check In : 14.0

Check Out : 

Fasilitas : Wi-Fi, Parkir Gratis, AC

Alamat : 242, Jl. Sisingamangaraja No.242B, Balige I, Kec. Balige, Toba, Sumatera Utara 22312, Indonesia (83MC+J8 Balige II, Toba, Sumatera Utara, Indonesia)

Rating : 3.6
"
hotel,Hotel Sere Nauli,"
Nama Hotel : Hotel Sere Nauli

Harga : 400000

Check In : 14.0

Check Out : 12.0

Fasilitas : Wi-Fi gratis, Sarapan, Parkir gratis, Kolam renang luar, AC, Layanan binatu

Alamat : Jl. Sisingamangaraja No.1, Ps. Laguboti, Kec. Laguboti, Toba, Sumatera Utara 22381, Indonesia (943C+4P Ps. Laguboti, Toba, Sumatera Utara, Indonesia)

Rating : 4.1
"
hotel,Purnama Balige Hotel,"
Nama Hotel : Purnama Balige Hotel

Harga : 400000

Check In : 14.0

Check Out : 12.0

Fasilitas : Wi-Fi gratis, Sarapan berbayar, Parkir gratis, AC, Layanan binatu

Alamat : 83M5+RR6, Jl. Pardede Pasir No.10, Kec. Balige, Sumatera Utara 22314, Indonesia

Rating : 4.0
"
hotel,Tendy Guest House,"
Nama Hotel : Tendy Guest House

Harga : 400000

Check In : 

Check Out : 

Fasilitas : Kamar, Eksterior

Alamat : Jl. Siborongborong - Parapat, Patane V, Kec. Porsea, Toba, Sumatera Utara 22384, Indonesia (F532+3M Patane V, Toba, Sumatera Utara, Indonesia)

Rating : 4.6
"
hotel,TASYA HOMESTAY,"
Nama Hotel : TASYA HOMESTAY

Harga : 40000

Check In : 

Check Out : 

Fasilitas : 

Alamat : Jl. Lintas Sumatera, Patane III, Kec. Porsea, Toba, Sumatera Utara 22384, Indonesia (C5X3+V6 Patane III, Toba, Sumatera Utara, Indonesia)

Rating : 3.0
"
hotel,Hotel Nabasa,"
Nama Hotel : Hotel Nabasa

Harga : 350000

Check In : 

Check Out : 

Fasilitas : Wi-Fi gratis, Sarapan, Parkir gratis, AC, Layanan binatu

Alamat : Jl. Siliwangi No.8, Kec. Balige, Toba, Sumatera Utara, Indonesia (83P6+9X Napitupulu Bagasan, Toba, Sumatera Utara, Indonesia)

Rating : 4.1
"
hotel,Mutiara Balige Hotel,"
Nama Hotel : Mutiara Balige Hotel

Harga : 300000

Check In : 13.0

Check Out : 12.0

Fasilitas : Wi-Fi gratis, Sarapan, Parkir gratis, AC, Layanan binatu

Alamat : Sibola Hotangsas, Kec. Balige, Toba, Sumatera Utara, Indonesia (83M5+CG Sibola Hotangsas, Toba, Sumatera Utara, Indonesia)

Rating : 4.1
"
hotel,The Boat Homestay and Spa,"
Nama Hotel : The Boat Homestay and Spa

Harga : 330000

Check In : 

Check Out : 

Fasilitas : Sarapan

Alamat : Jl. Tarutung No.100, Sangkar Nihuta, Kec. Balige, Toba, Sumatera Utara 22312, Indonesia (83H3+MR Sangkar Nihuta, Toba, Sumatera Utara, Indonesia)

Rating : 4.3
"
hotel,Hotel Dizomn,"
Nama Hotel : Hotel Dizomn

Harga : 

Check In : 

Check Out : 

Fasilitas : Waterheater

Alamat : Jl. D.I Panjaitan No.19, Napitupulu Bagasan, Kec. Balige, Toba, Sumatera Utara 22312, Indonesia (83P7+HJ Napitupulu Bagasan, Toba, Sumatera Utara, Indonesia)

Rating : 3.6
"
hotel,HOTEL BAHAGIA BALIGE,"
Nama Hotel : HOTEL BAHAGIA BALIGE

Harga : 

Check In : 

Check Out : 

Fasilitas : 

Alamat : Jl. Sisingamangaraja Kelurahan No.21, Napitupulu Bagasan, Kec. Balige, Toba, Sumatera Utara 22312, Indonesia (83M8+Q2 Napitupulu Bagasan, Toba, Sumatera Utara, Indonesia)

Rating : 4.0
"
hotel,wisma LAKSAMANA,"
Nama Hotel : wisma LAKSAMANA

Harga : 

Check In : 

Check Out : 

Fasilitas : 

Alamat : Jl. Mulia Raja No.20, Kelurahan Napitu Puluh, Kec. Balige, Toba, Sumatera Utara 22312, Indonesia (83Q7+3C Napitupulu Bagasan, Toba, Sumatera Utara, Indonesia)

Rating : 4.2
"
hotel,Pondok Siliwangi 26,"
Nama Hotel : Pondok Siliwangi 26

Harga : 

Check In : 

Check Out : 

Fasilitas : 

Alamat : Jl. Siliwangi, Toba, Sumatera Utara, Indonesia (83P6+6R Pardede Onan, Toba, Sumatera Utara, Indonesia)

Rating : 4.2
"
hotel,Ita Soposurung Hotel,"
Nama Hotel : Ita Soposurung Hotel

Harga : 

Check In : 14.0

Check Out : 0.0

Fasilitas : Wifi, Sarapan, Parkir Gratis, AC, Layanan Bibatu

Alamat : Jl. Lintas Sumatera No.252, Hinalang Bagasan, Kec. Balige, Toba, Sumatera Utara 22312, Indonesia (82GX+RX Hinalang Bagasan, Toba, Sumatera Utara, Indonesia)

Rating : 4.4
"
hotel,Tabo Cottages,"
Nama Hotel : Tabo Cottages

Harga : 800000

Check In : 14.0

Check Out : 12.0

Fasilitas : Wifi gratis, Sarapan gratis, Parkir gratis, Kolam renang luar, AC

Alamat : Jl. Lkr. Tuktuk No.115 Toba, Tuktuk Siadong, Simanindo, Kabupaten Samosir, Sumatera Utara 22395

Rating : 4.6
"
